host_index,hostname,seed,gpu,arm,endpoint_seconds_median,ready_arrays_to_consumer_seconds_median,correction_seconds_median,audit_seconds_median,release_verifier_seconds_median,logical_mask_seconds_median,compaction_seconds_median,synchronization_seconds_median,consumer_seconds_median,unclassified_overhead_seconds_median,gpu_energy_joules_median,peak_memory_allocated_bytes_median,peak_memory_reserved_bytes_median,physical_candidate_slots_median,logical_live_candidate_slots_median,frozen_but_computed_slots_median,audit_events_median,screen_pass_candidate_count_median,release_verifier_candidate_count_median,release_verified_candidate_count_median,compaction_events_median,logical_mask_applications_median
1,t-20260823121700-5rtng-worker-1,55048408,0,fw,3.8846597969532013,3.8846597969532013,1.7053850784301758,0.6386155541986227,0.10413861274719238,0.0,0.0,3.7278980016708374e-05,1.8553750161081553,0.0,875.342,84738048.0,272629760.0,256.0,256.0,0.0,8.0,33.0,8.0,8.0,0.0,0.0
1,t-20260823121700-5rtng-worker-1,55048408,0,lm,3.885715940967202,3.885715940967202,1.705736000061035,0.6382685787975788,0.1044570542871952,0.0003068160004913807,0.0,3.4460797905921936e-05,1.8553864937275648,0.0,869.165,84738048.0,274726912.0,256.0,156.0,100.0,8.0,8.0,8.0,8.0,0.0,20.0
1,t-20260823121700-5rtng-worker-1,55048408,0,pc,3.173535533249378,3.173535533249378,1.070643515586853,0.40045062080025673,0.10424052365124226,0.0,0.0033923199772834776,3.437697887420654e-05,1.8557754550129175,0.0,677.694,112134144.0,270532608.0,156.0,156.0,0.0,8.0,8.0,8.0,8.0,5.0,0.0
1,t-20260823121700-5rtng-worker-1,55048408,1,official,44.997268348932266,44.997268348932266,,,,,,,1.8541483618319035,,10863.39,304039424.0,524288000.0,,,,,,,,,
1,t-20260823121700-5rtng-worker-1,55048408,1,w1,3.5254979077726603,3.5254979077726603,1.3787057600021364,0.5121495071798563,0.10433689318597317,0.0,0.0,0.00021391361951828003,1.855094650760293,0.0,684.874,62822912.0,268435456.0,156.0,156.0,0.0,39.0,8.0,8.0,8.0,0.0,0.0
1,t-20260823121700-5rtng-worker-1,55048408,1,fw,3.8831010032445192,3.8831010032445192,1.7043995933532714,0.6380778755992651,0.10397453978657722,0.0,0.0,3.414414823055267e-05,1.8554308377206326,0.0,850.628,84738048.0,272629760.0,256.0,256.0,0.0,8.0,33.0,8.0,8.0,0.0,0.0
1,t-20260823121700-5rtng-worker-1,55048408,1,lm,3.885165713727474,3.885165713727474,1.704487392425537,0.638068912550807,0.10456603951752186,0.00030716799851506946,0.0,3.5176053643226624e-05,1.8557865284383297,0.0,864.003,84738048.0,274726912.0,256.0,156.0,100.0,8.0,8.0,8.0,8.0,0.0,20.0
1,t-20260823121700-5rtng-worker-1,55048408,1,pc,3.1726012732833624,3.1726012732833624,1.0697086143493653,0.4001008253544569,0.10421159490942955,0.0,0.003158464014530182,3.328360617160797e-05,1.8560388404875994,0.0,659.285,112134144.0,270532608.0,156.0,156.0,0.0,8.0,8.0,8.0,8.0,5.0,0.0
1,t-20260823121700-5rtng-worker-1,55048408,2,official,44.98461684025824,44.98461684025824,,,,,,,1.8533731698989868,,10564.933,304039424.0,524288000.0,,,,,,,,,
1,t-20260823121700-5rtng-worker-1,55048408,2,w1,3.5238089244812727,3.5238089244812727,1.3781818866729736,0.5120733361691236,0.10418577678501606,0.0,0.0,0.00018583983182907104,1.8550174124538898,0.0,672.55,62822912.0,268435456.0,156.0,156.0,0.0,39.0,8.0,8.0,8.0,0.0,0.0
1,t-20260823121700-5rtng-worker-1,55048408,2,fw,3.8859836366027594,3.8859836366027594,1.7067523155212403,0.6390590723603964,0.10401099547743797,0.0,0.0,3.343820571899414e-05,1.855416439473629,0.0,834.172,84738048.0,272629760.0,256.0,256.0,0.0,8.0,33.0,8.0,8.0,0.0,0.0
1,t-20260823121700-5rtng-worker-1,55048408,2,lm,3.885715888813138,3.885715888813138,1.706993350982666,0.6388391759246588,0.10426987335085869,0.00030483199842274187,0.0,3.5023316740989685e-05,1.8546313345432281,0.0,833.38,84738048.0,274726912.0,256.0,156.0,100.0,8.0,8.0,8.0,8.0,0.0,20.0
1,t-20260823121700-5rtng-worker-1,55048408,2,pc,3.17223497107625,3.17223497107625,1.0707292165756226,0.40059350430965424,0.10418495535850525,0.0,0.0031127360463142394,3.54032963514328e-05,1.854670437052846,0.0,635.421,112134144.0,270532608.0,156.0,156.0,0.0,8.0,8.0,8.0,8.0,5.0,0.0
1,t-20260823121700-5rtng-worker-1,55048408,3,official,45.055599147453904,45.055599147453904,,,,,,,1.8538971077650785,,11056.932,304039424.0,524288000.0,,,,,,,,,
1,t-20260823121700-5rtng-worker-1,55048408,3,w1,3.525256719440222,3.525256719440222,1.3779683561325071,0.5119884349405766,0.10425037518143654,0.0,0.0,0.00021690316498279572,1.8550608046352863,0.0,709.838,62822912.0,268435456.0,156.0,156.0,0.0,39.0,8.0,8.0,8.0,0.0,0.0
1,t-20260823121700-5rtng-worker-1,55048408,3,fw,3.8830855414271355,3.8830855414271355,1.7048525390625,0.6383060794323683,0.10400060564279556,0.0,0.0,3.7319958209991455e-05,1.854833284392953,0.0,878.447,84738048.0,272629760.0,256.0,256.0,0.0,8.0,33.0,8.0,8.0,0.0,0.0
1,t-20260823121700-5rtng-worker-1,55048408,3,lm,3.8827443793416023,3.8827443793416023,1.704777561187744,0.6380694396793842,0.10423057153820992,0.00030464000161737205,0.0,3.101862967014313e-05,1.8541480265557766,0.0,879.177,84738048.0,274726912.0,256.0,156.0,100.0,8.0,8.0,8.0,8.0,0.0,20.0
1,t-20260823121700-5rtng-worker-1,55048408,3,pc,3.1719822231680155,3.1719822231680155,1.0702301177978515,0.4002668783068657,0.10435669310390949,0.0,0.0031372479796409605,3.512948751449585e-05,1.8548863604664803,0.0,688.179,112134144.0,270532608.0,156.0,156.0,0.0,8.0,8.0,8.0,8.0,5.0,0.0
1,t-20260823121700-5rtng-worker-1,979986572,0,official,45.004341293126345,45.004341293126345,,,,,,,1.8538883868604898,,11062.506,304039424.0,524288000.0,,,,,,,,,
1,t-20260823121700-5rtng-worker-1,979986572,0,w1,3.525205034762621,3.525205034762621,1.3785509147644042,0.5121230836957693,0.1042991541326046,0.0,0.0,0.00020976178348064423,1.8547210544347763,0.0,702.808,62822912.0,268435456.0,156.0,156.0,0.0,39.0,8.0,8.0,8.0,0.0,0.0
1,t-20260823121700-5rtng-worker-1,979986572,0,fw,3.8837413247674704,3.8837413247674704,1.7055499534606933,0.6385874841362238,0.10402697883546352,0.0,0.0,3.376230597496033e-05,1.855042876675725,0.0,868.914,84738048.0,272629760.0,256.0,256.0,0.0,8.0,33.0,8.0,8.0,0.0,0.0
1,t-20260823121700-5rtng-worker-1,979986572,0,lm,3.886657128110528,3.886657128110528,1.70594429397583,0.6383656188845634,0.10441606678068638,0.0003071039980277419,0.0,3.272294998168945e-05,1.8560757730156183,0.0,868.137,84738048.0,274726912.0,256.0,156.0,100.0,8.0,8.0,8.0,8.0,0.0,20.0
1,t-20260823121700-5rtng-worker-1,979986572,0,pc,3.172979572787881,3.172979572787881,1.07028213596344,0.4003122951835394,0.10428578406572342,0.0,0.003262751996517181,3.622658550739288e-05,1.8553860485553741,0.0,679.073,112134144.0,270532608.0,156.0,156.0,0.0,8.0,8.0,8.0,8.0,5.0,0.0
1,t-20260823121700-5rtng-worker-1,979986572,1,official,44.98345549963415,44.98345549963415,,,,,,,1.8543302714824677,,10858.62,304039424.0,524288000.0,,,,,,,,,
1,t-20260823121700-5rtng-worker-1,979986572,1,w1,3.5242972876876593,3.5242972876876593,1.3779230728149414,0.5118909943848848,0.10430504754185677,0.0,0.0,0.0002180039882659912,1.8543593920767307,0.0,688.546,62822912.0,268435456.0,156.0,156.0,0.0,39.0,8.0,8.0,8.0,0.0,0.0
1,t-20260823121700-5rtng-worker-1,979986572,1,fw,3.8842412289232016,3.8842412289232016,1.704621307373047,0.6382000055164099,0.10400824435055256,0.0,0.0,3.622472286224365e-05,1.8556245788931847,0.0,863.885,84738048.0,272629760.0,256.0,256.0,0.0,8.0,33.0,8.0,8.0,0.0,0.0
1,t-20260823121700-5rtng-worker-1,979986572,1,lm,3.8843012135475874,3.8843012135475874,1.70454048538208,0.6378594189882278,0.1044222991913557,0.0003035520017147064,0.0,3.5881996154785156e-05,1.8552078325301409,0.0,867.657,84738048.0,274726912.0,256.0,156.0,100.0,8.0,8.0,8.0,8.0,0.0,20.0
1,t-20260823121700-5rtng-worker-1,979986572,1,pc,3.173765640705824,3.173765640705824,1.0703747463226319,0.40027342550456524,0.10421200096607208,0.0,0.0030632960200309752,3.5993754863739014e-05,1.8566281609237194,0.0,674.644,112134144.0,270532608.0,156.0,156.0,0.0,8.0,8.0,8.0,8.0,5.0,0.0
1,t-20260823121700-5rtng-worker-1,979986572,2,official,44.97140865959227,44.97140865959227,,,,,,,1.8533866852521896,,10571.391,304039424.0,524288000.0,,,,,,,,,
1,t-20260823121700-5rtng-worker-1,979986572,2,w1,3.525619538500905,3.525619538500905,1.37831768989563,0.512117862701416,0.10424983315169811,0.0,0.0,0.00017210841178894043,1.8551631849259138,0.0,672.149,62822912.0,268435456.0,156.0,156.0,0.0,39.0,8.0,8.0,8.0,0.0,0.0
1,t-20260823121700-5rtng-worker-1,979986572,2,fw,3.8840946089476347,3.8840946089476347,1.705724884033203,0.6388003490865231,0.10400406271219254,0.0,0.0,3.678351640701294e-05,1.8549544475972652,0.0,824.354,84738048.0,272629760.0,256.0,256.0,0.0,8.0,33.0,8.0,8.0,0.0,0.0
1,t-20260823121700-5rtng-worker-1,979986572,2,lm,3.886202584952116,3.886202584952116,1.7060418815612792,0.638646312057972,0.10427659936249256,0.0003024640027433634,0.0,3.579258918762207e-05,1.8554138410836458,0.0,847.08,84738048.0,274726912.0,256.0,156.0,100.0,8.0,8.0,8.0,8.0,0.0,20.0
1,t-20260823121700-5rtng-worker-1,979986572,2,pc,3.1722655836492777,3.1722655836492777,1.07061376285553,0.4006203003227711,0.1041913591325283,0.0,0.0030817920565605166,3.5090371966362e-05,1.854920381680131,0.0,654.548,112134144.0,270532608.0,156.0,156.0,0.0,8.0,8.0,8.0,8.0,5.0,0.0
1,t-20260823121700-5rtng-worker-1,979986572,3,official,45.00304511003196,45.00304511003196,,,,,,,1.8534529153257608,,11041.954,304039424.0,524288000.0,,,,,,,,,
1,t-20260823121700-5rtng-worker-1,979986572,3,w1,3.5256057921797037,3.5256057921797037,1.378480453491211,0.5120190177112818,0.10431940853595734,0.0,0.0,0.00021067261695861816,1.8557302877306938,0.0,709.719,62822912.0,268435456.0,156.0,156.0,0.0,39.0,8.0,8.0,8.0,0.0,0.0
1,t-20260823121700-5rtng-worker-1,979986572,3,fw,3.8839950133115053,3.8839950133115053,1.7050278167724608,0.6383384428918362,0.10414469800889492,0.0,0.0,3.374554216861725e-05,1.85531141795218,0.0,880.975,84738048.0,272629760.0,256.0,256.0,0.0,8.0,33.0,8.0,8.0,0.0,0.0
1,t-20260823121700-5rtng-worker-1,979986572,3,lm,3.884151589125395,3.884151589125395,1.705077465057373,0.6380435787141323,0.10437142290174961,0.0003036159984767437,0.0,4.074908792972565e-05,1.854901883751154,0.0,880.703,84738048.0,274726912.0,256.0,156.0,100.0,8.0,8.0,8.0,8.0,0.0,20.0
1,t-20260823121700-5rtng-worker-1,979986572,3,pc,3.174560194835067,3.174560194835067,1.0706137638092041,0.4002205319702625,0.10462138243019581,0.0,0.003610592007637024,3.542192280292511e-05,1.8550377432256937,0.0,670.878,112134144.0,270532608.0,156.0,156.0,0.0,8.0,8.0,8.0,8.0,5.0,0.0
